NameMovie,EnNameMovie,Year,Rating_runtime,IMDbRating,CustomerRating,Populary,Genre,Decribe,Director,Writter_Star,User_reviews,CriticReviews_Metascore
Hoàng Tử Ba Tư: Dòng Cát Thời Gian,Prince of Persia: The Sands of Time,2010,PG-13PG-131h 56m,6.6/10,288K,"2,488",ActionAdventureFantasy,A young fugitive prince and princess must stop a villain who unknowingly threatens to destroy the world with a special dagger that enables the magic sand inside to reverse time.,Mike Newell,WritersBoaz Yakin(screenplay)Doug Miro(screenplay)Carlo Bernard(screenplay)StarsJake GyllenhaalGemma ArtertonBen Kingsley,504,311 50
Tuyệt Đỉnh Kung Fu,Kung fu,2004,RR1h 39m,7.7/10,138K,"2,531",ActionComedyFantasy,"In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf.",Stephen Chow,WritersStephen ChowKan-Cheung TsangXin HuoStarsStephen ChowWah YuenQiu Yuen,464,372 78
Anh Em Nhà Grimm,The Brothers Grimm,2005,PG-13PG-131h 58m,5.9/10,121K,"2,544",ActionAdventureComedy,Will and Jake Grimm are traveling con-artists who encounter a genuine fairy-tale curse which requires true courage instead of their usual bogus exorcisms.,Terry Gilliam,WriterEhren KrugerStarsMatt DamonHeath LedgerMonica Bellucci,521,236 51
47 Lãng Nhân,47 Ronin,2013,C16C162h 8m,6.2/10,159K,"2,556",ActionDramaFantasy,A band of samurai sets out to avenge the death and dishonor of their master at the hands of a ruthless shogun.,Carl Rinsch,WritersChris Morgan(screenplay)Hossein Amini(screenplay)Walter Hamada(screen story by)StarsKeanu ReevesHiroyuki SanadaKo Shibasaki,416,227 28
Một Ngày Làm Thượng Đế,Bruce Almighty,2003,PG-13PG-131h 41m,6.7/10,398K,"2,567",ComedyFantasy,A whiny news reporter is given the chance to step into God's shoes.,Tom Shadyac,WritersSteve Koren(story)Mark O'Keefe(story)Steve Oedekerk(screenplay)StarsJim CarreyJennifer AnistonMorgan Freeman,669,160 46
Cây Đời,The Tree of Life,2011,PG-13PG-132h 19m,6.8/10,176K,"2,601",DramaFantasy,"The story of a family in Waco, Texas in 1956. The eldest son witnesses the loss of innocence and struggles with his parents' conflicting teachings.",Terrence Malick,WriterTerrence MalickStarsBrad PittSean PennJessica Chastain,1.1K,607 85
Những Cô Gái Cuối Cùng,The Final Girls,2015,PG-13PG-131h 31m,6.5/10,47K,"2,602",ComedyDramaFantasy,"A young woman grieving the loss of her mother, a famous scream queen from the 1980s, finds herself pulled into the world of her mom's most famous movie. Reunited, the women must fight off the film's maniacal killer.",Todd Strauss-Schulson,WritersM.A. FortinJoshua John MillerStarsTaissa FarmigaMalin AkermanAdam Devine,206,167 59
Cú Click Huyền Bí,Click,2006,PG-13PG-131h 47m,6.4/10,327K,"2,612",ComedyDramaFantasy,A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.,Frank Coraci,WritersSteve KorenMark O'KeefeStarsAdam SandlerKate BeckinsaleChristopher Walken,851,160 45
Trở Lại Tuổi 17,17 Again,2009,PG-13PG-131h 42m,6.4/10,199K,"2,632",ComedyDramaFantasy,Mike O'Donnell is ungrateful for how his life turned out. He gets a chance to rewrite his life when he tried to save a janitor near a bridge and jumped after him into a time vortex.,Burr Steers,WriterJason FilardiStarsZac EfronMatthew PerryLeslie Mann,264,186 48
Mẹ Ma,Mama,2013,C16C161h 40m,6.2/10,179K,"2,637",FantasyHorrorThriller,"After a young couple take in their two nieces, they suspect that a supernatural spirit named Mama has latched onto their family.",Andy Muschietti,WritersAndy Muschietti(story)Barbara Muschietti(story)Neil Cross(screenplay)StarsJessica ChastainNikolaj Coster-WaldauMegan Charpentier,415,400 57
Đổi Vai,The Change-Up,2011,RR1h 52m,6.3/10,182K,"2,652",ComedyFantasy,"Dave is a married man with three kids and a loving wife, and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain, lightning strikes and they switch bodies.",David Dobkin,WritersJon LucasScott MooreStarsJason BatemanRyan ReynoldsOlivia Wilde,207,207 39
Quái Thú,Pet Sematary,1989,C18C181h 43m,6.5/10,103K,"2,671",FantasyHorrorThriller,"After tragedy strikes, a grieving father discovers an ancient burial ground behind his home with the power to raise the dead.",Mary Lambert,WriterStephen King(novel)StarsDale MidkiffDenise CrosbyFred Gwynne,397,127 38
Bầu Trời Nhuốm Máu,Blood Red Sky,2021,TV-MATV-MA2h 1m,6.1/10,47K,"2,699",ActionAdventureFantasy,A woman with a mysterious illness is forced into action when a group of terrorists attempt to hijack a transatlantic overnight flight.,Peter Thorwarth,WritersPeter Thorwarth(scenario)Stefan Holtz(scenario)StarsPeri BaumeisterCarl Anton KochAlexander Scheer,798,91 43
Bảy Viên Ngọc Rồng: Tiến Hóa,Dragonball Evolution,2009,PGPG1h 25m,2.6/10,74K,"2,715",ActionAdventureFantasy,"The young warrior Son Goku sets out on a quest, racing against time and the vengeful King Piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power.",James Wong,"WritersBen Ramsey(screenplay)Akira Toriyama(novel series ""Dragonball"")StarsJustin ChatwinJames MarstersChow Yun-Fat",624,138 45
Tomb Raider 2: Chiếc Nôi Của Sự Sống,Lara Croft Tomb Raider: The Cradle of Life,2003,PG-13PG-131h 57m,5.5/10,138K,"2,719",ActionAdventureFantasy,"Adventurer Lara Croft goes on a quest to save the mythical Pandora's Box, before an evil scientist finds it, and recruits a former Marine turned mercenary to assist her.",Jan de Bont,WritersDean Georgaris(screenplay)Steven E. de Souza(story)James V. Hart(story)StarsAngelina JolieGerard ButlerChris Barrie,343,165 43
Mortal Kombat: Rồng Đen,Mortal Kombat,1995,PG-13PG-131h 41m,5.8/10,118K,"2,755",ActionAdventureFantasy,Three unknowing martial artists are summoned to a mysterious island to compete in a tournament whose outcome will decide the fate of the world.,Paul W.S. Anderson,WritersEd Boon(video games)John Tobias(video games)Kevin DroneyStarsChristopher LambertRobin ShouLinden Ashby,415,98 60
Tình Yêu Ma Cà Rồng,Only Lovers Left Alive,2013,RR2h 3m,7.2/10,100K,"2,817",ComedyDramaFantasy,"A depressed musician reunites with his lover. Though their romance, which has already endured several centuries, is disrupted by the arrival of her uncontrollable younger sister.",Jim Jarmusch,WritersJim JarmuschMarion Bessay(adaptation: French version)StarsTilda SwintonTom HiddlestonMia Wasikowska,279,392 79
Ngôi Nhà Bên Hồ,The Lake House,2006,PGPG1h 39m,6.8/10,149K,"2,833",DramaFantasyRomance,"A lonely doctor who once occupied an unusual lakeside house begins to exchange love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late.",Alejandro Agresti,"WritersDavid Auburn(screenplay)Eun-Jeong Kim(motion picture ""Siworae"")Ji Na Yeo(motion picture ""Siworae"")StarsKeanu ReevesSandra BullockChristopher Plummer",634,167 52
Ác Mộng Phố Elm 3: Những Chiến Binh Trong Mơ,A Nightmare on Elm Street 3: Dream Warriors,1987,RR1h 36m,6.6/10,80K,"2,847",FantasyHorror,A psychiatrist familiar with knife-wielding dream demon Freddy Krueger helps teens at a mental hospital battle the killer who is invading their dreams.,Chuck Russell,WritersWes Craven(story)Bruce Wagner(story)Frank Darabont(screenplay)StarsHeather LangenkampRobert EnglundCraig Wasson,403,117 49
Ba Chàng Lính Ngự Lâm,The Three Musketeers,2011,PG-13PG-131h 50m,5.7/10,108K,"2,924",ActionAdventureFantasy,The hot-headed young D'Artagnan along with three former legendary but now down-on-their-luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.,Paul W.S. Anderson,"WritersAlex Litvak(screenplay)Andrew Davies(screenplay)Alexandre Dumas(novel ""Les Trois Mousquetaires"")StarsLogan LermanMatthew MacfadyenRay Stevenson",325,230 35
Chiếc Đũa Quyền Năng,Bright,2017,C18C181h 57m,6.3/10,187K,"2,946",ActionFantasyThriller,A detective must work with an Orc to find a powerful wand before evil creatures do.,David Ayer,WriterMax LandisStarsWill SmithJoel EdgertonNoomi Rapace,1K,170 29
Cô Gái và Gã Khổng Lồ,Colossal,2016,RR1h 49m,6.2/10,64K,"2,967",ComedyDramaFantasy,"Gloria is an out-of-work party girl forced to leave her life in New York City and move back home. When reports surface that a giant creature is destroying Seoul, she gradually comes to the realization that she is somehow connected to this phenomenon.",Nacho Vigalondo,WriterNacho VigalondoStarsAnne HathawayJason SudeikisAustin Stowell,378,321 70
Vua Bọ Cạp,The Scorpion King,2002,PG-13PG-131h 32m,5.5/10,138K,"3,006",ActionAdventureFantasy,"A desert warrior rises up against the evil army that is destroying his homeland. He captures the enemy's key sorcerer, takes her deep into the desert and prepares for a final showdown.",Chuck Russell,WritersStephen Sommers(story)Jonathan Hales(story)William Osborne(screenplay)StarsDwayne JohnsonSteven BrandMichael Clarke Duncan,462,164 45
Bộ Tứ Siêu Đẳng 2: Sứ Giả Bạc,4: Rise of the Silver Surfer,2007,PP1h 32m,5.6/10,264K,"3,010",ActionAdventureFantasy,The Fantastic Four learn that they aren't the only super-powered beings in the universe when they square off against the powerful Silver Surfer and the planet-eating Galactus.,Tim Story,WritersDon Payne(screenplay)Mark Frost(screenplay)John Turman(story)StarsIoan GruffuddJessica AlbaChris Evans,496,259 45
Trái Tim Rồng,DragonHeart,1996,PG-13PG-131h 43m,6.4/10,97K,"3,022",ActionAdventureFantasy,"The last dragon and a disillusioned dragonslaying Knight must cooperate to stop an evil King, who was given partial immortality.",Rob Cohen,WritersPatrick Read Johnson(story by)Charles Edward Pogue(story by)StarsDennis QuaidSean Connery(voice)Dina Meyer,170,57 49
Gretel & Hansel: Truyện Cổ Kỳ Dị,Gretel & Hansel,2020,C13C131h 27m,5.4/10,31K,"3,028",FantasyHorrorMystery,"A long time ago in a distant fairy tale countryside, a young girl leads her little brother into a dark wood in desperate search of food and work, only to stumble upon a nexus of terrifying evil.",Oz Perkins,"WritersRob HayesJacob Grimm(fairy tale: ""Hansel and Gretel"")Wilhelm Grimm(fairy tale: ""Hansel and Gretel"")StarsSophia LillisSamuel LeakeyAlice Krige",544,174 64
10.000 Năm Trước Công Nguyên,"10,000 BC",2008,PG-13PG-131h 49m,5.1/10,131K,"3,070",ActionAdventureDrama,"In the prehistoric past, D'Leh is a mammoth hunter who bonds with the beautiful Evolet. When warriors on horseback capture Evolet and the tribesmen, D'Leh must embark on an odyssey to save his true love.",Roland Emmerich,WritersRoland EmmerichHarald KloserStarsCamilla BelleSteven StraitMarco Khan,620,253 34
Thu Nhỏ,Downsizing,2017,RR2h 15m,5.7/10,109K,"3,125",DramaFantasySci-Fi,"A social satire in which a man realizes he would have a better life if he were to shrink himself to five inches tall, allowing him to live in wealth and splendor.",Alexander Payne,WritersAlexander PayneJim TaylorStarsMatt DamonChristoph WaltzHong Chau,1K,358 63
Kiêu Hãnh và Định Kiến và Zombies,Pride and Prejudice and Zombies,2016,C16C161h 48m,5.8/10,56K,"3,135",ActionComedyFantasy,Five sisters in 19th century England must cope with the pressures to marry while protecting themselves from a growing population of zombies.,Burr Steers,WritersBurr Steers(screenplay)Jane Austen(Quirk Books novel)Seth Grahame-Smith(Quirk Books novel)StarsLily JamesSam RileyJack Huston,266,290 45
Xác Ướp 3: Lăng Mộ Tần Vương,The Mummy: Tomb of the Dragon Emperor,2008,PG-13PG-131h 52m,5.2/10,160K,"3,140",ActionFantasyHorror,"In the Far East, Alex O'Connell, the son of famed mummy fighters Rick and Evy O'Connell, unearths the mummy of the first Emperor of Qin -- a shape-shifting entity cursed by a witch centuries ago.",Rob Cohen,WritersAlfred GoughMiles MillarJohn L. Balderston(1932 screenplay)StarsBrendan FraserJet LiMaria Bello,580,275 31
Tông Đồ,Apostle,2018,TV-MATV-MA2h 10m,6.3/10,52K,"3,157",DramaFantasyHorror,"In 1905, a drifter on a dangerous mission to rescue his kidnapped sister tangles with a sinister religious cult on an isolated island.",Gareth Evans,WriterGareth EvansStarsDan StevensRichard ElfynPaul Higgins,513,122 62
Phong Ấn Thứ Bảy,Det sjunde inseglet,1957,Not RatedNot Rated1h 36m,8.1/10,183K,"3,237",DramaFantasy,"A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",Ingmar Bergman,"WriterIngmar Bergman(play ""Trämålning"")StarsMax von SydowGunnar BjörnstrandBengt Ekerot",387,141 88
Giáng Sinh Năm Ấy,Last Christmas,2019,C13C131h 43m,6.5/10,77K,"3,263",ComedyDramaFantasy,"Kate is a young woman subscribed to bad decisions. Working as an elf in a year round Christmas store is not good for the wannabe singer. However, she meets Tom there. Her life takes a new turn. For Kate, it seems too good to be true.",Paul Feig,"WritersGeorge Michael(inspired by: the song ""Last Christmas"", written and composed by)Emma Thompson(story by)Greg Wise(story by)StarsMadison IngoldsbyEmma ThompsonBoris Isakovic",916,180 50
Bộ Đôi Sấm Sét,Thunder Force,2021,C13C131h 46m,4.4/10,41K,"3,279",ActionAdventureComedy,"In a world where supervillains are commonplace, two estranged childhood best friends reunite after one devises a treatment that gives them powers to protect their city.",Ben Falcone,WriterBen FalconeStarsMelissa McCarthyOctavia SpencerJason Bateman,1K,133 34
Sứ Giả Địa Ngục,Drive Angry,2011,RR1h 44m,5.4/10,99K,"3,311",ActionFantasyThriller,A vengeful father escapes from hell and chases after the men who killed his daughter and kidnapped his granddaughter.,Patrick Lussier,WritersTodd FarmerPatrick LussierStarsNicolas CageAmber HeardWilliam Fichtner,268,300 44
Tù Nhân Của Vùng Đất Ma Quái,Prisoners of the Ghostland,2021,1h 43m,4.2/10,11K,"3,323",ActionFantasySci-Fi,A notorious criminal must break an evil curse in order to rescue an abducted girl who has mysteriously disappeared.,Sion Sono,WritersAaron HendryReza Sixo SafaiStarsNicolas CageSofia BoutellaNick Cassavetes,299,167 53
Thảm Họa Pompeii,Pompeii,2014,PG-13PG-131h 45m,5.5/10,111K,"3,339",ActionAdventureDrama,"A slave-turned-gladiator finds himself in a race against time to save his true love, who has been betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts, he must fight to save his beloved as Pompeii crumbles around him.",Paul W.S. Anderson,WritersJanet Scott Batchler(screenplay)Lee Batchler(screenplay)Michael Robert Johnson(screenplay)StarsKit HaringtonEmily BrowningKiefer Sutherland,406,283 39
Hoàng Tử Trong Mơ,Your Highness,2011,RR1h 42m,5.5/10,101K,"3,365",AdventureComedyFantasy,"When Prince Fabious's bride is kidnapped, he goes on a quest to rescue her... accompanied by his lazy useless brother Thadeous.",David Gordon Green,WritersDanny McBrideBen BestStarsDanny McBrideNatalie PortmanJames Franco,338,204 31
Đánh Cược Với Quỷ,The Imaginarium of Doctor Parnassus,2009,PG-13PG-132h 3m,6.8/10,149K,"3,377",AdventureComedyFantasy,A traveling theater company gives its audience much more than they were expecting.,Terry Gilliam,WritersTerry GilliamCharles McKeownStarsChristopher PlummerLily ColeHeath Ledger,268,283 65
Câu Chuyện Lúc Nửa Đêm,Goosebumps,2015,PGPG1h 43m,6.3/10,88K,"3,427",AdventureComedyFantasy,"A teenager teams up with the daughter of young adult horror author R. L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware.",Rob Letterman,WritersDarren Lemke(screenplay by)Scott Alexander(story by)Larry Karaszewski(story by)StarsJack BlackDylan MinnetteOdeya Rush,245,247 60
Ác Quỷ Dracula: Huyền Thoại Chưa Kể,Dracula Untold,2014,C16C161h 32m,6.2/10,194K,"3,436",ActionDramaFantasy,"As his kingdom is being threatened by the Turks, young prince Vlad Tepes must become a monster feared by his own people in order to obtain the power needed to protect his own family, and the families of his kingdom.",Gary Shore,WritersMatt Sazama(screenplay)Burk Sharpless(screenplay)Bram Stoker(characters)StarsLuke EvansDominic CooperSarah Gadon,561,284 40
Ngôi Nhà Trên Đồi Quỷ Ám,House on Haunted Hill,1999,RR1h 33m,5.6/10,57K,"3,456",CrimeFantasyHorror,"An amusement park mogul offers a group of diverse people $1,000,000 to spend the night in a haunted house with a horrifying past.",William Malone,WritersRobb White(story)Dick Beebe(screenplay)StarsGeoffrey RushFamke JanssenTaye Diggs,576,153 28
Nơi Giấc Mơ Trở Thành,What Dreams May Come,1998,PG-13PG-131h 53m,6.9/10,108K,"3,485",DramaFantasyRomance,"Chris Nielsen dies in an accident, and enters Heaven. But when he discovers that his beloved wife Annie has killed herself out of grief over the loss, he embarks on an afterlife adventure to reunite with her.",Vincent Ward,"WritersRichard Matheson(novel ""What Dreams May Come"")Ron Bass(screenplay)StarsRobin WilliamsCuba Gooding Jr.Annabella Sciorra",708,80 44
Tử Chiến Tường Thành,The Great Wall,2016,C13C131h 43m,5.9/10,133K,"3,507",ActionAdventureFantasy,"In ancient China, a group of European mercenaries encounters a secret army that maintains and defends the Great Wall of China against a horde of monstrous creatures.",Yimou Zhang,WritersCarlo Bernard(screenplay)Doug Miro(screenplay)Tony Gilroy(screenplay)StarsMatt DamonTian JingWillem Dafoe,528,296 42
Người Bí Ẩn,Mystery Men,1999,PG-13PG-132h 1m,6.1/10,67K,"3,536",ActionComedyFantasy,A group of inept amateur superheroes must try to save the day when a supervillain threatens to destroy a major superhero and the city.,Kinka Usher,WritersNeil CuthbertBob Burden(comic book series)StarsBen StillerJaneane GarofaloWilliam H. Macy,484,111 65
Lời Nguyền,The Grudge,2020,C18C181h 34m,4.3/10,26K,"3,544",FantasyHorror,A house is cursed by a vengeful ghost that dooms those who enter it with a violent death.,Nicolas Pesce,"WritersNicolas Pesce(screenplay by)Jeff Buhler(story by)Takashi Shimizu(based on the film ""Jo-On: The Grudge"" written by)StarsTara WestwoodJunko BaileyDavid Lawrence Brown",654,193 41
Nữ Hoàng Ma Cà Rồng,Queen of the Damned,2002,RR1h 41m,5.2/10,56K,"3,545",DramaFantasyHorror,"In this loose sequel to Phỏng Vấn Ma Cà Rồng (1994), the vampire Lestat becomes a rock star whose music wakes up the equally beautiful and monstrous queen of all vampires.",Michael Rymer,"WritersAnne Rice(novels ""The Vampire Chronicles"")Scott Abbott(screenplay)Michael Petroni(screenplay)StarsAaliyahStuart TownsendMarguerite Moreau",738,126 30
Giao Lô Sinh Tu,Odd Thomas,2013,PG-13PG-131h 40m,6.8/10,53K,"3,630",ComedyFantasyHorror,"In a California desert town, a short-order cook with clairvoyant abilities encounters a mysterious man with a link to dark, threatening forces.",Stephen Sommers,"WritersStephen Sommers(screenplay by)Dean R. Koontz(based on the novel ""Odd Thomas"" by)StarsAnton YelchinAshley SommersLeonor Varela",313,149 45
Nanh Sắc Trong Đêm,Night Teeth,2021,TV-14TV-141h 47m,5.6/10,17K,"3,634",ActionCrimeDrama,"A college student moonlighting as a chauffeur picks up two mysterious women for a night of party-hopping across LA. But when he uncovers their bloodthirsty intentions - and their dangerous, shadowy underworld - he must fight to stay alive.",Adam Randall,WriterBrent DillonStarsJorge Lendeborg Jr.Debby RyanLucy Fry,236,68 42
Ngôi Lều Huyền Bí,The Shack,2017,C13C132h 12m,6.2/10,36K,"3,671",DramaFantasy,"A grieving man receives a mysterious, personal invitation to meet with God at a place called ""The Shack.""",Stuart Hazeldine,WritersJohn Fusco(screenplay by)Andrew Lanham(screenplay by)Destin Daniel Cretton(screenplay by)StarsSam WorthingtonOctavia SpencerTim McGraw,460,109 32
Bản Đồ Của Những Điều Nhỏ Bé Hoàn Hảo,The Map of Tiny Perfect Things,2021,PG-13PG-131h 38m,6.8/10,22K,"3,715",ComedyFantasyRomance,"Two teens live the same day repeatedly, enabling them to create a map of things to remember.",Ian Samuels,WriterLev Grossman(based on the short story by)StarsKathryn NewtonKyle AllenJermaine Harris,259,81 61
Khách Không Mời,The Uninvited,2009,PG-13PG-131h 27m,6.3/10,80K,"3,725",DramaFantasyHorror,"Anna returns home after a stint in a mental hospital, but her recovery is jeopardized by her cruel stepmother and ghastly visions of her dead mother.",Charles Guard,DirectorsCharles GuardThomas GuardWritersCraig Rosenberg(screenplay)Doug Miro(screenplay)Carlo Bernard(screenplay)StarsEmily BrowningArielle KebbelElizabeth Banks,226,178 43
Thành Phố Của Những Thiên Thần,City of Angels,1998,PG-13PG-131h 54m,6.7/10,120K,"3,739",DramaFantasyRomance,"An angel on Earth, a doctor unable to believe, a patient with a secret, a love story made in Heaven.",Brad Silberling,"WritersWim Wenders(screenplay ""Der Himmel über Berlin"")Peter Handke(screenplay ""Der Himmel über Berlin"")Richard Reitinger(screenplay ""Der Himmel über Berlin"")StarsNicolas CageMeg RyanAndre Braugher",359,91 54
Chim Ưng Malta,The Maltese Falcon,1941,PassedPassed1h 40m,8.0/10,157K,"3,888",CrimeFilm-NoirMystery,"San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette, with the stakes rising after his partner is murdered.",John Huston,WritersJohn Huston(screen play by)Dashiell Hammett(based upon the novel by)StarsHumphrey BogartMary AstorGladys George,451,144 97
Kẻ Lạ Trên Chuyến Tàu,Strangers on a Train,1951,PGPG1h 41m,7.9/10,133K,"3,901",CrimeDramaFilm-Noir,A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.,Alfred Hitchcock,WritersRaymond Chandler(screen play)Czenzi Ormonde(screen play)Whitfield Cook(adaptation)StarsFarley GrangerRobert WalkerRuth Roman,371,130 88
Đêm Của Kẻ Đi Săn,The Night of the Hunter,1955,Not RatedNot Rated1h 32m,8.0/10,89K,"4,351",CrimeDramaFilm-Noir,"A religious fanatic marries a gullible widow whose young children are reluctant to tell him where their real daddy hid the $10,000 he'd stolen in a robbery.",Charles Laughton,WritersDavis Grubb(from the novel by)James Agee(screenplay by)Charles Laughton(screenplay contributor)StarsRobert MitchumShelley WintersLillian Gish,493,211 99
Người Thứ Ba,The Third Man,1949,ApprovedApproved1h 44m,8.1/10,170K,"4,376",Film-NoirMysteryThriller,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.",Carol Reed,WritersGraham Greene(by)Orson Welles(uncredited)Alexander Korda(story)StarsOrson WellesJoseph CottenAlida Valli,512,212 97
Câu Chuyện Về Notorious,Notorious,1946,Not RatedNot Rated1h 42m,7.9/10,100K,"4,838",DramaFilm-NoirRomance,The daughter of a convicted Nazi spy is asked by American agents to gather information on a ring of Nazi scientists in South America. How far will she have to go to ingratiate herself with them?,Alfred Hitchcock,"WritersBen HechtAlfred Hitchcock(screenplay contributor)John Taintor Foote(story ""The Song of the Dragon"")StarsCary GrantIngrid BergmanClaude Rains",377,153 100
Điệp Vụ Valkyrie,Valkyrie,2008,PG-13PG-132h 1m,7.1/10,243K,"1,512",DramaHistoryThriller,"A dramatization of the July 20, 1944 assassination and political coup plot by desperate renegade German Army officers against Adolf Hitler during World War II.",Bryan Singer,WritersChristopher McQuarrieNathan AlexanderStarsTom CruiseBill NighyCarice van Houten,501,180 56
Đế Chế Mặt Trời,Empire of the Sun,1987,PGPG2h 33m,7.7/10,125K,"1,557",DramaHistoryWar,A young English boy struggles to survive under Japanese occupation of China during World War II.,Steven Spielberg,WritersTom Stoppard(screenplay by)J.G. Ballard(based on the novel by)Menno Meyjes(uncredited)StarsChristian BaleJohn MalkovichMiranda Richardson,378,65 62
Tiền Đồn,The Outpost,2019,RR2h 3m,6.8/10,33K,"1,667",ActionDramaHistory,A small team of U.S. soldiers battles against hundreds of Taliban fighters in Afghanistan.,Rod Lurie,"WritersPaul Tamasy(screenplay by)Eric Johnson(screenplay by)Jake Tapper(based on the book ""The Outpost: An Untold Story of American Valor"" written by)StarsScott EastwoodCaleb Landry JonesOrlando Bloom",342,88 71
Người Đàm Phán,Bridge of Spies,2015,PG-13PG-132h 22m,7.6/10,308K,"1,827",DramaHistoryThriller,"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.",Steven Spielberg,WritersMatt CharmanEthan CoenJoel CoenStarsTom HanksMark RylanceAlan Alda,519,507 81
Phiên Tòa Chicago 7,The Trial of the Chicago 7,2020,C18C182h 9m,7.7/10,173K,"1,907",DramaHistoryThriller,"The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois.",Aaron Sorkin,WriterAaron SorkinStarsEddie RedmayneAlex SharpSacha Baron Cohen,671,304 76
Huyền Thoại Robin Hood,Robin Hood,2010,PG-13PG-132h 20m,6.6/10,267K,"2,083",ActionAdventureDrama,"In twelfth-century England, Robin Longstride and his band of marauders confront corruption in a local village and lead an uprising against the crown that will forever alter the balance of world power.",Ridley Scott,WritersBrian Helgeland(screenplay)Ethan Reiff(story)Cyrus Voris(story)StarsRussell CroweCate BlanchettMatthew Macfadyen,659,337 53
Ben-Hur: Truyền Thuyết Đức Chúa Trời,Ben-Hur,1959,GG3h 32m,8.1/10,237K,"2,159",AdventureDramaHistory,"After a Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, he regains his freedom and comes back for revenge.",William Wyler,WritersLew Wallace(A Tale of Christ)Karl Tunberg(screen play by)Gore Vidal(contributing writer)StarsCharlton HestonJack HawkinsStephen Boyd,493,134 90
Chúng Tôi Từng Là Lính,We Were Soldiers,2002,RR2h 18m,7.1/10,141K,"2,265",ActionDramaHistory,"The story of the first major battle of the American phase of the Vietnam War, and the soldiers on both sides that fought it, while their wives wait nervously and anxiously at home for the good news or the bad news.",Randall Wallace,"WritersHarold G. Moore(book ""We Were Soldiers Once... and Young"")Joseph Lee Galloway(book ""We Were Soldiers Once... and Young"")Randall Wallace(screenplay)StarsMel GibsonMadeleine StoweGreg Kinnear",815,144 65
Lằn Ranh Đỏ Mỏng Manh,The Thin Red Line,1998,RR2h 50m,7.6/10,186K,"2,278",DramaHistoryWar,"Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War.",Terrence Malick,WritersJames Jones(novel)Terrence Malick(screenplay)StarsJim CaviezelSean PennNick Nolte,1.5K,161 78
Khủng Bố Munich,Munich,2005,RR2h 44m,7.5/10,225K,"2,370",ActionDramaHistory,"After the Black September capture and massacre of Israeli athletes at the 1972 Olympics, five men are chosen to eliminate the people responsible for that fateful day.",Steven Spielberg,"WritersTony Kushner(screenplay)Eric Roth(screenplay)George Jonas(book ""Vengeance: The True Story of an Israeli Counter-Terrorist Team"")StarsEric BanaDaniel CraigMarie-Josée Croze",899,230 74
Hiệp Sĩ Cuối Cùng,Last Knights,2015,RR1h 55m,6.1/10,43K,"2,374",ActionDramaHistory,A fallen warrior rises against a corrupt and sadistic ruler to avenge his dishonored master.,Kazuaki Kiriya,WritersMichael Konyves(screenplay)Dove Sussman(screenplay)StarsClive OwenMorgan FreemanAksel Hennie,233,59 27
12 Kỵ Binh Quả Cảm,12 Strong,2018,C18C182h 10m,6.5/10,79K,"2,389",ActionDramaHistory,"12 Strong tells the story of the first Special Forces team deployed to Afghanistan after 9/11; under the leadership of a new captain, the team must work with an Afghan warlord to take down the Taliban.",Nicolai Fuglsig,"WritersTed TallyPeter CraigDoug Stanton(based on the book, ""Horse Soldiers"" by)StarsChris HemsworthMichael ShannonMichael Peña",427,169 54
Khách Sạn Mumbai: Thảm Sát Kinh Hoàng,Hotel Mumbai,2018,C18C182h 3m,7.6/10,63K,"2,543",ActionDramaHistory,The true story of the Taj Hotel terrorist attack in Mumbai. Hotel staff risk their lives to keep everyone safe as people make unthinkable sacrifices to protect themselves and their families.,Anthony Maras,WritersJohn ColleeAnthony MarasStarsDev PatelArmie HammerNazanin Boniadi,456,170 62
