NameMovie,EnNameMovie,Year,Rating_runtime,IMDbRating,CustomerRating,Populary,Genre,Decribe,Director,Writter_Star,User_reviews,CriticReviews_Metascore
Hồ Sơ Một Điệp Viên,The Good Shepherd,2006,RR2h 47m,6.7/10,103K,"2,845",DramaHistoryThriller,The tumultuous early history of the Central Intelligence Agency is viewed through the prism of one man's life.,Robert De Niro,WriterEric RothStarsMatt DamonAngelina JolieRobert De Niro,523,184 61
"Sắc, Giới","Se, jie",2007,C18C182h 37m,7.5/10,41K,"3,109",DramaHistoryRomance,"During World War II era, a young woman, Wang Jiazhi, gets swept up in a dangerous game of emotional intrigue with a powerful political figure, Mr. Yee.",Ang Lee,WritersEileen Chang(story)James Schamus(screenplay)Hui-Ling Wang(screenplay)StarsTony Chiu-Wai LeungTang WeiJoan Chen,175,192 61
Thảm Họa Giàn Khoan,Deepwater Horizon,2016,PG-13PG-131h 47m,7.1/10,167K,"3,111",ActionDramaHistory,"A dramatization of the disaster in April 2010, when the offshore drilling rig called the Deepwater Horizon exploded, resulting in the worst oil spill in American history.",Peter Berg,WritersMatthew Michael Carnahan(screenplay by)Matthew Sand(screenplay by)David Barstow(based upon an article by)StarsMark WahlbergKurt RussellDouglas M. Griffin,313,312 68
Đường Về,The Way Back,2010,PG-13PG-132h 13m,7.3/10,116K,"3,332",AdventureDramaHistory,Siberian gulag escapees travel four thousand miles by foot to freedom in India.,Peter Weir,"WritersSlavomir Rawicz(novel ""The Long Walk: The True Story of a Trek to Freedom"")Peter Weir(screenplay)Keith R. Clarke(screenplay)StarsJim SturgessEd HarrisColin Farrell",229,210 66
Ngày Định Mệnh,Patriots Day,2016,RR2h 13m,7.3/10,102K,"3,410",ActionCrimeDrama,"The story of the 2013 Boston Marathon bombing and the aftermath, which includes the city-wide manhunt to find the terrorists responsible.",Peter Berg,WritersPeter Berg(screenplay)Matt Cook(screenplay by)Joshua Zetumer(screenplay)StarsMark WahlbergMichelle MonaghanJ.K. Simmons,289,304 69
Chiến Tranh Lạnh,Zimna wojna,2018,RR1h 29m,7.5/10,56K,"3,518",DramaHistoryMusic,"In the 1950s, a music director falls in love with a singer and tries to persuade her to flee communist Poland for France.",Pawel Pawlikowski,(direction)WritersPawel Pawlikowski(story)Janusz Glowacki(screenplay)Piotr Borkowski(screenplay with the collaboration of)StarsJoanna KuligTomasz KotBorys Szyc,226,304 90
Lời Hứa,The Promise,2016,PG-13PG-132h 13m,6.0/10,176K,"3,681",ActionAdventureDrama,"Set during the last days of the Ottoman Empire, The Promise follows a love triangle between Michael, a brilliant medical student, the beautiful and sophisticated Ana, and Chris - a renowned American journalist based in Paris.",Terry George,WritersTerry GeorgeRobin SwicordStarsOscar IsaacCharlotte Le BonChristian Bale,891,220 49
Kursk - Chiến Dịch Tàu Ngầm,Kursk,2018,C16C161h 57m,6.6/10,19K,"3,817",ActionAdventureDrama,"The 2000 K-141 Kursk submarine disaster is followed by governmental negligence. As the sailors fight for survival, their families desperately battle political obstacles and impossible odds to save them.",Thomas Vinterberg,"WritersRobert RodatRobert Moore(based on Robert Moore's book ""A Time to Die"")StarsMatthias SchoenaertsLéa SeydouxPeter Simonischek",104,102 55
Anh Hùng,Ying xiong,2002,PG-13PG-132h,7.9/10,181K,"3,899",ActionAdventureDrama,"A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors.",Yimou Zhang,WritersFeng Li(screenplay)Yimou Zhang(screenplay)Bin Wang(screenplay)StarsJet LiTony Chiu-Wai LeungMaggie Cheung,895,158 85
Aida Và Cuộc Đàm Phán Sinh Tử,"Quo vadis, Aida?",2020,ApprovedApproved1h 41m,8.0/10,32K,"3,942",DramaHistoryWar,"Aida is a translator for the UN in the small town of Srebrenica. When the Serbian army takes over the town, her family is among the thousands of citizens looking for shelter in the UN camp.",Jasmila Zbanic,"WritersJasmila Zbanic(screenplay by)Hasan Nuhanovic(inspired by the book ""Under the UN Flag"" by)StarsJasna DjuricicIzudin BajrovicBoris Ler",309,132 97
Chiến Mã,War Horse,2011,PG-13PG-132h 26m,7.2/10,156K,"4,195",ActionAdventureDrama,Young Albert enlists to serve in World War I after his beloved horse is sold to the cavalry. Albert's hopeful journey takes him out of England and to the front lines as the war rages on.,Steven Spielberg,WritersLee Hall(screenplay by)Richard Curtis(screenplay by)Michael Morpurgo(based on the novel by)StarsJeremy IrvineEmily WatsonDavid Thewlis,573,400 72
Quyên Luc Chêt,Macbeth,2015,RR1h 53m,6.6/10,57K,"4,222",DramaHistoryWar,"Macbeth, the Thane of Glamis, receives a prophecy from a trio of witches that one day he will become King of Scotland. Consumed by ambition and spurred to action by his wife, Macbeth murders his king and takes the throne for himself.",Justin Kurzel,WritersTodd Louiso(screenplay)Jacob Koskoff(screenplay)Michael Lesslie(screenplay)StarsMichael FassbenderMarion CotillardJack Madigan,255,324 71
Giờ Lành,The Finest Hours,2016,PP1h 57m,6.7/10,66K,"4,242",ActionDramaHistory,The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,Craig Gillespie,WritersScott Silver(screenplay by)Paul Tamasy(screenplay by)Eric Johnson(screenplay by)StarsChris PineCasey AffleckBen Foster,231,204 58
Kho Báu Bi Dánh Cap,The Monuments Men,2014,PG-13PG-131h 58m,6.1/10,131K,"4,302",ComedyDramaHistory,An unlikely World War II platoon is tasked to rescue art masterpieces from Nazi thieves and return them to their owners.,George Clooney,WritersGeorge Clooney(screenplay)Grant Heslov(screenplay)Robert M. Edsel(book)StarsGeorge ClooneyMatt DamonBill Murray,475,331 52
Sứ Mệnh,The Mission,1986,PGPG2h 5m,7.4/10,61K,"4,364",AdventureDramaHistory,Eighteenth-century Spanish Jesuits try to protect a remote South American tribe in danger of falling under the rule of pro-slavery Portugal.,Roland Joffé,WriterRobert Bolt(original story & screenplay)StarsRobert De NiroJeremy IronsRay McAnally,234,68 55
Đạo Binh Cuối Cùng,The Last Legion,2007,PG-13PG-131h 41m,5.4/10,36K,"4,397",ActionAdventureHistory,"As the Roman empire crumbles, young Romulus Augustus flees the city and embarks on a perilous voyage to Britain to track down a legion of supporters.",Doug Lefler,WritersJez Butterworth(screenplay)Tom Butterworth(screenplay)Carlo Carlei(story)StarsColin FirthBen KingsleyAishwarya Rai Bachchan,194,92 37
Rửa Tiền: Bê Bối Tài Liệu Panama,The Laundromat,2019,RR1h 36m,6.3/10,50K,"4,524",ComedyCrimeDrama,"A widow investigates an insurance fraud, chasing leads to a pair of Panama City law partners exploiting the world's financial system.",Steven Soderbergh,"WritersJake Bernstein(book ""Secrecy World"")Scott Z. Burns(screenplay)StarsGary OldmanAntonio BanderasAJ Meijer",381,130 57
Điện Thoại Đen,The Black Phone,2021,C18C181h 43m,7.3/10,26K,7,HorrorThriller,"After being abducted by a child killer and locked in a soundproof basement, a 13-year-old boy starts receiving calls on a disconnected phone from the killer's previous victims.",Scott Derrickson,WritersJoe Hill(based on the short story 'The Black Phone' by)Scott Derrickson(screenplay by)C. Robert Cargill(screenplay by)StarsMason ThamesMadeleine McGrawEthan Hawke,452,205 65
Chú Hề Ma Quái,It,2017,RR2h 15m,7.3/10,525K,71,Horror,"In the summer of 1989, a group of bullied kids band together to destroy a shape-shifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.",Andy Muschietti,WritersChase Palmer(screenplay by)Cary Joji Fukunaga(screenplay by)Gary Dauberman(screenplay by)StarsBill SkarsgårdJaeden MartellFinn Wolfhard,2.1K,631 69
Quái Vật Sương Mù,The Mist,2007,RR2h 6m,7.1/10,305K,75,HorrorSci-FiThriller,"A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives.",Frank Darabont,WritersFrank Darabont(screenplay)Stephen King(novella)StarsThomas JaneMarcia Gay HardenLaurie Holden,1.3K,355 58
Tiếng Thét 5,Scream,2022,RR1h 54m,6.4/10,96K,105,HorrorMysteryThriller,"25 years after a streak of brutal murders shocked the quiet town of Woodsboro, Calif., a new killer dons the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town's deadly past.",Matt Bettinelli-Olpin,DirectorsMatt Bettinelli-OlpinTyler GillettWritersJames VanderbiltGuy BusickKevin Williamson(based on the characters created by)StarsNeve CampbellCourteney CoxDavid Arquette,1.5K,314 60
Quái Vật Biến Hình,The Thing,1982,RR1h 49m,8.2/10,414K,235,HorrorMysterySci-Fi,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,John Carpenter,WritersBill Lancaster(screenplay)John W. Campbell Jr.(story)StarsKurt RussellWilford BrimleyKeith David,1.2K,379 57
Trốn Thoát,Get Out,2017,C18C181h 44m,7.7/10,569K,238,HorrorMysteryThriller,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",Jordan Peele,WriterJordan PeeleStarsDaniel KaluuyaAllison WilliamsBradley Whitford,1.8K,508 85
Quái Vật Không Gian,Alien,1979,C13C131h 57m,8.5/10,861K,257,HorrorSci-Fi,The crew of a commercial spacecraft encounter a deadly lifeform after investigating an unknown transmission.,Ridley Scott,WritersDan O'Bannon(screenplay by)Ronald Shusett(story by)StarsSigourney WeaverTom SkerrittJohn Hurt,1.7K,328 89
Ác Mộng Phố Elm,A Nightmare on Elm Street,1984,RR1h 31m,7.4/10,234K,418,Horror,"Teenager Nancy Thompson must uncover the dark truth concealed by her parents after she and her friends become targets of the spirit of a serial killer with a bladed glove in their dreams, in which if they die, it kills them in real life.",Wes Craven,WriterWes CravenStarsHeather LangenkampJohnny DeppRobert Englund,907,209 76
Điềm Gở,Sinister,2012,RR1h 50m,6.8/10,247K,426,HorrorMysteryThriller,"Washed-up true crime writer Ellison Oswalt finds a box of super 8 home movies in his new home, revealing that the murder he is currently researching is the work of a serial killer whose legacy dates back to the 1960s.",Scott Derrickson,WritersScott DerricksonC. Robert CargillStarsEthan HawkeJuliet RylanceJames Ransone,821,336 53
Lưỡi Cưa 9: Vòng Xoáy,Spiral: From the Book of Saw,2021,RR1h 33m,5.2/10,51K,474,HorrorMysteryThriller,"A criminal mastermind unleashes a twisted form of justice in Spiral, the terrifying new chapter from the book of Saw.",Darren Lynn Bousman,WritersJosh StolbergPete GoldfingerStarsChris RockSamuel L. JacksonMax Minghella,1.1K,259 40
Ám Ảnh Kinh Hoàng,The Conjuring,2013,RR1h 52m,7.5/10,495K,485,HorrorMysteryThriller,Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse.,James Wan,WritersChad HayesCarey W. HayesStarsPatrick WilsonVera FarmigaRon Livingston,1.2K,568 68
Chúng Ta,Us,2019,C18C181h 56m,6.8/10,279K,509,HorrorMysteryThriller,A family's serene beach vacation turns to chaos when their doppelgängers appear and begin to terrorize them.,Jordan Peele,WriterJordan PeeleStarsLupita Nyong'oWinston DukeElisabeth Moss,3.4K,559 81
Tiếng Thét,Scream,1996,C18C181h 51m,7.4/10,334K,519,HorrorMystery,"A year after the murder of her mother, a teenage girl is terrorized by a new killer, who targets the girl and her friends by using horror films as part of a deadly game.",Wes Craven,WriterKevin WilliamsonStarsNeve CampbellCourteney CoxDavid Arquette,1.1K,294 65
Quái Vật Không Gian,Alien: Covenant,2017,RR2h 2m,6.4/10,277K,568,HorrorSci-FiThriller,"The crew of a colony ship, bound for a remote planet, discover an uncharted paradise with a threat beyond their imagination, and must attempt a harrowing escape.",Ridley Scott,WritersDan O'Bannon(based on characters created by)Ronald Shusett(based on characters created by)Jack Paglen(story by)StarsMichael FassbenderKatherine WaterstonBilly Crudup,2.2K,592 65
Sát Nhân Trong Gương,Candyman,2021,RR1h 31m,5.9/10,60K,602,HorrorThriller,A sequel to the horror film Sát Nhân Trong Gương (1992) that returns to the now-gentrified Chicago neighborhood where the legend began.,Nia DaCosta,WritersJordan Peele(screenplay by)Win Rosenfeld(screenplay by)Nia DaCosta(screenplay by)StarsYahya Abdul-Mateen IITeyonah ParrisNathan Stewart-Jarrett,1K,284 72
Tách Biệt,Split,2016,C16C161h 57m,7.3/10,481K,642,HorrorThriller,Three girls are kidnapped by a man with a diagnosed 23 distinct personalities. They must try to escape before the apparent emergence of a frightful new 24th.,M. Night Shyamalan,WriterM. Night ShyamalanStarsJames McAvoyAnya Taylor-JoyHaley Lu Richardson,1.1K,564 62
Tâm Thần Hoảng Loạn,Psycho,1960,C13C131h 49m,8.5/10,658K,714,HorrorMysteryThriller,"A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run, and checks into a remote motel run by a young man under the domination of his mother.",Alfred Hitchcock,WritersJoseph Stefano(screenplay by)Robert Bloch(based on the novel by)StarsAnthony PerkinsJanet LeighVera Miles,1.5K,249 97
Cuộc Đi Săn Của Quỷ,It Follows,2014,C16C161h 40m,6.8/10,236K,734,HorrorMysteryThriller,A young woman is followed by an unknown supernatural force after a sexual encounter.,David Robert Mitchell,WriterDavid Robert MitchellStarsMaika MonroeKeir GilchristOlivia Luccardi,1.1K,451 83
Ma Cây,The Evil Dead,1981,C16C161h 25m,7.4/10,206K,799,Horror,"Five friends travel to a cabin in the woods, where they unknowingly release flesh-possessing demons.",Sam Raimi,WriterSam RaimiStarsBruce CampbellEllen SandweissRichard DeManincor,957,365 71
Quỷ Quyệt,Insidious,2010,PG-13PG-131h 43m,6.8/10,303K,913,HorrorMysteryThriller,A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further.,James Wan,WriterLeigh WhannellStarsPatrick WilsonRose ByrneTy Simpkins,1K,342 52
Lưỡi Hái Tử Thần,Final Destination,2000,RR1h 38m,6.7/10,251K,928,HorrorThriller,"Alex Browning is among a group of high school students readying themselves for a trip to Europe. When he suddenly has a premonition their airplane will crash, he screams to warn the others but instead he is thrown off of the plane.",James Wong,WritersGlen Morgan(screenplay)James Wong(screenplay)Jeffrey Reddick(screenplay)StarsDevon SawaAli LarterKerr Smith,801,159 36
Hố Sâu Đói Khát,El hoyo,2019,C18C181h 34m,7.0/10,213K,938,HorrorSci-FiThriller,A vertical prison with one cell per level. Two people per cell. Only one food platform and two minutes per day to feed. An endless nightmare trapped in The Hole.,Galder Gaztelu-Urrutia,WritersDavid Desola(screenplay by)Pedro Rivero(screenplay by)StarsIvan MassaguéZorion EguileorAntonia San Juan,1.1K,189 73
Lồng Chim,Bird Box,2018,C18C182h 4m,6.6/10,330K,958,HorrorSci-Fi,"Five years after an ominous unseen presence drives most of society to suicide, a mother and her two children make a desperate bid to reach safety.",Susanne Bier,WritersEric Heisserer(screenplay by)Josh Malerman(based on the novel by)StarsSandra BullockTrevante RhodesJohn Malkovich,2.9K,231 51
Lưỡi Cưa,Saw,2004,RR1h 43m,7.6/10,413K,977,HorrorMysteryThriller,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer.",James Wan,WritersLeigh Whannell(story)James Wan(story)StarsCary ElwesLeigh WhannellDanny Glover,1.7K,242 46
Căn Nhà Gỗ Trong Rừng,The Cabin in the Woods,2011,RR1h 35m,7.0/10,410K,983,HorrorMysteryThriller,"Five friends go for a break at a remote cabin, where they get more than they bargained for, discovering the truth behind the cabin in the woods.",Drew Goddard,WritersJoss WhedonDrew GoddardStarsKristen ConnollyChris HemsworthAnna Hutchison,1.3K,675 72
Ngọn Đồi Có Mắt,The Hills Have Eyes,2006,RR1h 47m,6.4/10,170K,986,HorrorThriller,A traveling family falls victim to a group of mutated cannibals in a desert far away from civilization.,Alexandre Aja,WritersWes Craven(based upon his film)Alexandre Aja(screenplay)Grégory Levasseur(screenplay)StarsTed LevineKathleen QuinlanDan Byrd,926,273 52
Mầm Sống Hiểm Họa,Life,2017,C18C181h 44m,6.6/10,227K,"1,038",HorrorSci-FiThriller,A team of scientists aboard the International Space Station discover a rapidly evolving life form that caused extinction on Mars and now threatens all life on Earth.,Daniel Espinosa,WritersRhett ReesePaul WernickStarsJake GyllenhaalRebecca FergusonRyan Reynolds,1.2K,406 54
